location,reason,site_id,speed_limit,the_geom
137 Ave EB between 79 - 74 St,Higher Frequency of Collisions;,2606,60,"MULTILINESTRING ((-113.46242048757856 53.5995860927871, -113.45793643689005 53.599590531691, -113.4554660815764 53.59959500561574))"
WB 132 Ave E of 109 St - 113A St,Designated Zone – Playground;,4314,30,"MULTILINESTRING ((-113.50765835316349 53.59210011714285, -113.50841350782207 53.592103839209166, -113.51359418421988 53.59212885644483, -113.51433118747147 53.592124043066725, -113.51508172110306 53.592135549009114, -113.51580910990124 53.59213198423481, -113.51646672127059 53.59214244318722))"
Whitemud Dr NB between 53 Ave - Fox Dr,Higher Frequency of Collisions;,7086,80,"MULTILINESTRING ((-113.5718208632423 53.491135703345, -113.57178736501567 53.4930022845369, -113.57176761854942 53.49383128187853, -113.57172825670084 53.4961146224941, -113.5717189659637 53.4966937142932, -113.57168761312133 53.49738247364124, -113.57162302427095 53.49787387087892, -113.57155695520105 53.498151519637, -113.5714700341729 53.49841117271653, -113.57136397246018 53.49865033808909, -113.5712484433444 53.498874888638795, -113.57114970594694 53.49903004074301, -113.57092449518106 53.499320668138516, -113.57064694851208 53.499605346180054, -113.57034951800968 53.49985467287759, -113.57015435853182 53.49999583941873, -113.56980196584473 53.5002599773952, -113.56932711173032 53.500567172857394, -113.56834852807364 53.501172386026035, -113.56772482022984 53.50166063655025, -113.5675425799869 53.50181733657472, -113.56737321187244 53.5019892261903, -113.56716043060604 53.50224013892831, -113.56700130633016 53.502465018970824, -113.56699015257577 53.50248399484068))"
WB 40 Ave btwn 57 St - E of Granlea Crescent,Designated Zone - Playground;,4041,30,"MULTILINESTRING ((-113.42368297544023 53.47628587613606, -113.42413065088348 53.47640415580757, -113.42456549306449 53.4765384014829, -113.4249702717148 53.47667279745892, -113.42597460489064 53.4770062497925, -113.42663253918371 53.47722468374759, -113.42711285787718 53.47737004115673, -113.4276103656554 53.477493116945304, -113.4277751552529 53.477525339605286))"
SB 23 St Btwn 142 - N of 139 Ave,Designated Zone - Playground;,4257,30,"MULTILINESTRING ((-113.37781144831764 53.605505616299986, -113.37783999997113 53.605317148289046, -113.37785060736037 53.60504834943658, -113.37782974732893 53.60480467710177, -113.37780990958306 53.604679172917514, -113.37769277542161 53.60419656884143, -113.37766155474272 53.60403701148613, -113.37765455985422 53.60388858971988, -113.37766298307714 53.60377849333547, -113.3776878258073 53.6036491786629, -113.37769963056685 53.60361048264177))"
SB Millwoods Rd E Btwn 18 - 17 Ave,Designated Zone - Playground;,4145,30,"MULTILINESTRING ((-113.40774569709997 53.44959567594021, -113.40351559865994 53.44760776312777, -113.40320230263826 53.4474439266964, -113.40291969104813 53.44726128461214, -113.40267091441268 53.44706187204154, -113.40245874262985 53.446847910957224, -113.40228554272251 53.44662178754917, -113.40215324616206 53.44638602239572, -113.40206332516743 53.44614324517396, -113.40201678420047 53.44589615956338))"
SB 182 St Btwn 93 - N of 89 Ave,Designated Zone - Playground;,4143,30,"MULTILINESTRING ((-113.6390471359581 53.52809762191597, -113.63914938797083 53.52786973054869, -113.63922703259787 53.52758099442584, -113.63929959410922 53.52716194970775, -113.63920350410591 53.526145640361825, -113.6389925148464 53.52559008015776, -113.6386456639113 53.52496160916003, -113.6384349609083 53.52468227624611))"
WB 80 Ave btwn 163 - 166 St,Designated Zone - Playground;,4077,30,"MULTILINESTRING ((-113.60264238112902 53.51373772563504, -113.60339103230643 53.513731899404654, -113.60411741737137 53.51373401208495, -113.60762099403027 53.513736880443, -113.60776635332499 53.513739399931595, -113.60791129414075 53.51374658880191))"
EB 150 Ave Btwn 94 St - W of 89A St,Designated Zone - Playground;,4268,30,"MULTILINESTRING ((-113.48528239329454 53.610676456813586, -113.48519205872648 53.61074916240478, -113.48510255540857 53.61080506065486, -113.48500598295742 53.610853269724956, -113.48491450124074 53.61089053870944, -113.48478061989765 53.610938886255184, -113.48465617671056 53.610975046259114, -113.4845456184548 53.611000791952655, -113.48445120672234 53.61101840475548, -113.48433580799572 53.611034994323916, -113.48419902065588 53.611047928689246, -113.4840806348688 53.61105331947206, -113.48394213019328 53.61105292002973, -113.48384347597676 53.611048397028924, -113.48352793290752 53.61102022090719, -113.4820479902296 53.61088264443986, -113.48117006246865 53.610816360945215, -113.48047692148795 53.610821051484905, -113.48018691824292 53.6108355311131, -113.47978852774396 53.610864005401865))"
WB 91 Ave Btwn 143 - 145 St,Designated Zone - Playground;,4132,30,"MULTILINESTRING ((-113.5672773138524 53.524869843079564, -113.56875332106158 53.52486923217723, -113.57028568399501 53.52486858004816))"
50 St SB between Jamha Rd - 44 Ave,Higher Frequency of Collisions;,2648,60,"MULTILINESTRING ((-113.41833040552451 53.4848705656246, -113.41832238661362 53.48191821380122))"
SB Fort Rd between 131 - 128 Ave,Higher Frequency of Speeding;,2766,50,"MULTILINESTRING ((-113.4333547904547 53.59036848776618, -113.43404579373382 53.58987845633462, -113.4348195360301 53.58931093035868, -113.43564766357123 53.58871327433168, -113.4356922198067 53.58868096874592, -113.43589805553464 53.58853706932984, -113.43613950768278 53.58837742594939, -113.4363157726939 53.588267444182236, -113.43648007686282 53.58816950902731, -113.43675268367386 53.58801297829899, -113.43700782936041 53.58787876591654, -113.4372263368482 53.58777043638983, -113.43745666765733 53.587662391194534, -113.43764049009691 53.58758501535118, -113.43809512957733 53.587379858426516, -113.43961755393597 53.586689981776715))"
EB 107 Ave between 113 - 110 St,Higher Frequency of Speeding; Higher Frequency of Collisions;,2720,50,"MULTILINESTRING ((-113.51577796048275 53.55141398843552, -113.51487114589395 53.551411735365924, -113.51394981127623 53.55140943888072, -113.51303236559713 53.551408560135236, -113.51210719579932 53.55140766620802, -113.5111928915709 53.55141308804358, -113.51027156856512 53.551418544242615))"
SB 58 St btwn 94 - 92B Ave,Designated Zone - Playground;,4295,30,"MULTILINESTRING ((-113.4236117551736 53.532135658188764, -113.42360804936473 53.53138259323103, -113.42361369177847 53.531222863547676, -113.42363232127579 53.531063484012236, -113.42373972235818 53.53042055111903, -113.42375753234134 53.529516093604464, -113.42376887621137 53.52859939991988))"
132 Ave EB between 123 - 121 St,Higher Frequency of Collisions;,2469,50,"MULTILINESTRING ((-113.53350511803568 53.59217011872556, -113.53273381957393 53.59216827927993, -113.53196156516952 53.592166431123324, -113.53118618893879 53.592164572041675, -113.53040761187393 53.592157431419544))"
WB Whitemud Dr at Rainbow Valley Bridge,Higher Frequency of Speeding; Higher Frequency of Collisions;,7260,80,"MULTILINESTRING ((-113.54979798614386 53.482726734936705, -113.55144182494853 53.48264499945789, -113.55280480424564 53.48262466385622, -113.55375518042308 53.482614789068585, -113.5568722380975 53.48259917678147, -113.56139128335207 53.482564772146944))"
NB 59 St btwn 62 St - McLeod Rd,Designated Zone - Playground;,4061,30,"MULTILINESTRING ((-113.43733153253442 53.60727427468685, -113.43591005389338 53.60727240767694, -113.43540819519299 53.607260682303405, -113.43510667266911 53.607275550074725, -113.4348954229437 53.607307151963866, -113.4345710166494 53.60738706020463, -113.4342862306045 53.60751604556895, -113.4333059890265 53.60804445584715, -113.43242971170704 53.60851047206829, -113.43225288111537 53.608633472178916, -113.43215061630711 53.6087273618455, -113.43199787927456 53.608952422288354, -113.4319597164922 53.60907442568927, -113.43195796751026 53.60920474856681, -113.43196914214346 53.61048193629962, -113.43195098563619 53.61134995190182))"
WB 76 Ave btwn 105 - 106 St,Designated Zone - Playground;,4113,30,"MULTILINESTRING ((-113.50046932063422 53.512324163842344, -113.50133784071872 53.51230457230169, -113.50160128997227 53.51228871686116, -113.5025948550577 53.512270880181205, -113.50443277215942 53.512271277968075))"
137 Ave WB between 58 - 63 St,Higher Frequency of Collisions;,2603,60,"MULTILINESTRING ((-113.43057042903789 53.59959522624579, -113.43119266256434 53.599594237049814, -113.4320074922431 53.599591140532276, -113.43261159613921 53.59959195214531, -113.43332436339341 53.5995948352849, -113.4340201384582 53.59959965924769, -113.4349567724448 53.59960929104271, -113.4361749743635 53.59962720568265, -113.43733559891345 53.599649943926984, -113.43798202919018 53.59966500841863, -113.4387417137919 53.59968277884306, -113.4388464711769 53.59968518053632))"
107 Ave WB between 144 - 149 St,Higher Frequency of Collisions;,2567,60,"MULTILINESTRING ((-113.56921414993322 53.55110484126085, -113.57034235023652 53.5511071507089, -113.57189113015127 53.551104873038256, -113.57316786672484 53.551102980548265, -113.57636279756396 53.551098185364445, -113.57638389118962 53.55109830859897, -113.57727284199582 53.551109180775214))"
SB 139 St btwn 116 - 115A Ave,Designated Zone - Playground;,4313,30,"MULTILINESTRING ((-113.56137895677567 53.56845001362689, -113.56138900122922 53.56616923291746))"
NB 163 St Btwn 103 - 104 Ave,Designated Zone - Playground;,4176,30,"MULTILINESTRING ((-113.60262700385611 53.54486656236332, -113.60263881220067 53.54640304417522))"
NB 44 St btwn 41 Ave - Kulawy Dr,Designated Zone - Playground;,4301,30,"MULTILINESTRING ((-113.40753518290343 53.476701385542555, -113.40831568011107 53.477240329878086, -113.40855359258109 53.47742211923581, -113.40872115654761 53.47756220941919, -113.40883842321232 53.47767815371084, -113.40900164823793 53.47785236219898))"
EB 121 Ave btwn 48 St - W of 45 St,Designated Zone - Playground;,4292,30,"MULTILINESTRING ((-113.41531188594828 53.57507484963934, -113.41454323833428 53.575075948431305, -113.41377493798454 53.5750770412905, -113.41300666307924 53.57507760006499, -113.41223845763697 53.575078154246896, -113.41147011274614 53.57507885287605, -113.41145731404349 53.57507886449775))"
EB 132 Ave btwn 88 - 86 St,Designated Zone - Playground;,4014,30,"MULTILINESTRING ((-113.4761979406574 53.59215525783269, -113.4746540522894 53.59216851832181, -113.47263453084197 53.59218583515185))"
NB 180 St Btwn Willow CT - S of 73 Ave,Designated Zone - Playground;,4129,30,"MULTILINESTRING ((-113.63395909189857 53.50473277673513, -113.63395642671901 53.50532978361853, -113.63392881799496 53.50560596528207, -113.633763890365 53.506052821037606, -113.63352219035502 53.506507002052, -113.63336224524181 53.50682273860923))"
50 St NB between 84 - 90 Ave,Higher Frequency of Speeding; Higher Frequency of Collisions;,2638,60,"MULTILINESTRING ((-113.41841187474297 53.51969162576394, -113.41844054643077 53.52110231997842, -113.4184490963748 53.521596983147035, -113.4184479247963 53.52174594504509))"
WB Lakewood Rd S btwn 79 - 83 St,Designated Zone - Playground;,4270,30,"MULTILINESTRING ((-113.4527609279712 53.45511868646253, -113.45376799802557 53.45478995127519, -113.4549965631523 53.454388874004195, -113.45568789840313 53.45416319379106, -113.45584500754866 53.45411929403209, -113.45600211638278 53.454075393166804, -113.45633041594395 53.454008418320775, -113.4566777856425 53.45397202473352, -113.4570297673451 53.45395878237491, -113.45736752303102 53.453958798152826))"
SB 59 St btwn 149 Ave - 62 St,Designated Zone - Playground;,4062,30,"MULTILINESTRING ((-113.43195098563619 53.61134995190182, -113.43196914214346 53.61048193629962, -113.43195796751026 53.60920474856681, -113.4319597164922 53.60907442568927, -113.43199787927456 53.608952422288354, -113.43215061630711 53.6087273618455, -113.43225288111537 53.608633472178916, -113.43242971170704 53.60851047206829, -113.4333059890265 53.60804445584715, -113.4342862306045 53.60751604556895, -113.4345710166494 53.60738706020463, -113.4348954229437 53.607307151963866, -113.43510667266911 53.607275550074725, -113.43540819519299 53.607260682303405, -113.43591005389338 53.60727240767694, -113.43733153253442 53.60727427468685))"
WB Lakewood Rd N Btwn 80 St - 31 Ave,Designated Zone - Playground;,4263,30,"MULTILINESTRING ((-113.45449702323907 53.46252922606279, -113.4557018538107 53.46300667915713, -113.4560661577623 53.46313795245969, -113.45645016464701 53.46324741502916, -113.45685024519494 53.46333398891683, -113.4572625787105 53.46339683707299, -113.45753259776592 53.46342446450819, -113.45780499373573 53.46344189924633, -113.45807868754275 53.46344907886651, -113.45835259665886 53.463445975089215, -113.45862563504006 53.46343259916797, -113.45889672513067 53.463409005538075, -113.45916479331568 53.46337529449163, -113.45942878075037 53.46333158976099, -113.45964212342673 53.46328827008834, -113.459851424086 53.46323842219947, -113.46005614041162 53.46318217576141, -113.46025507773102 53.46311897544916, -113.46044479707832 53.463045584229675, -113.46062273713254 53.46296234643639, -113.46078746938046 53.4628699314336, -113.46091480698453 53.46278443218115, -113.46113352755371 53.46260337648351, -113.46129026852687 53.46242345628994))"
Whitemud Dr SB between Fox Dr - 53 Ave,Higher Frequency of Speeding; Higher Frequency of Collisions;,7087,80,"MULTILINESTRING ((-113.56729227188599 53.50243203068764, -113.56729530960361 53.50242722516254, -113.56743134225066 53.50224614183545, -113.56767047950872 53.50199064939674, -113.56786275472643 53.50179587114061, -113.56808175733867 53.50161315855802, -113.5683320858317 53.50142987305864, -113.56862938904132 53.50123528496417, -113.56894383387832 53.501031882421756, -113.56945814756368 53.50069918713357, -113.57057011540721 53.499991588006004, -113.57080253928439 53.499817196578825, -113.57097703169252 53.49967410637837, -113.57124020683938 53.49942972249204, -113.57150642360065 53.499134484290046, -113.57164813900107 53.49894851548932, -113.57182654477342 53.49866946115396, -113.5719252584307 53.49848102586875, -113.57204257894035 53.4981978425977, -113.57210629187236 53.497976978784024, -113.57217088790615 53.49764152346991, -113.572200438693 53.4973328631028, -113.5722096583681 53.49709872407378, -113.57221075326714 53.49664183484357, -113.57220668874143 53.49632144144199, -113.57220775179239 53.49385582803506, -113.57218700984154 53.49288796884675, -113.57220975255743 53.49231453209947, -113.5721781873572 53.49136422503508, -113.57218100768236 53.491160491471746))"
EB McQueen Rd - W of 146 - 142 St,Designated Zone - Playground;,4266,30,"MULTILINESTRING ((-113.57171433807117 53.55558849775872, -113.57144125261543 53.55581209325903, -113.57102055074341 53.55599483160148, -113.57047937260518 53.55615017351901, -113.5700864444753 53.55619819368696, -113.5697009428877 53.556218739535616, -113.5685050922736 53.55622395669051, -113.56777897893316 53.55622323202182, -113.56733299052647 53.556222785091286, -113.56690770696663 53.556222357551555, -113.56580512803183 53.55622124206911))"
SB 113A St btwn 57 - 54 Ave,Designated Zone - Playground;,4086,30,"MULTILINESTRING ((-113.5236881987276 53.494775323558855, -113.52312358804046 53.49391947441589, -113.52209110947638 53.492353964372, -113.52203509085876 53.49226900167135, -113.52191511582538 53.492062806281105, -113.52182752174679 53.491850893962024, -113.52177302318132 53.49163507115042, -113.52175208568597 53.491417173813474, -113.52175463197239 53.490625219237835))"
NB 88A St btwn 150 - 144 Ave,Designated Zone - Playground;,4057,30,"MULTILINESTRING ((-113.47605754544418 53.611121674047986, -113.47593754352897 53.61045789621882, -113.47592547453235 53.61000125893105, -113.47608603199096 53.609420618696824, -113.47636257474612 53.609061316530635, -113.47700054253349 53.60813097661414, -113.47717299126653 53.60763515455132, -113.47719634425874 53.60726865877312, -113.47675143679929 53.605919273261634))"
